loan_id,borrower_id,application_date,loan_purpose,loan_amount,term_months,interest_rate,monthly_payment,dti_ratio,loan_status,days_delinquent,defaulted
LN-00524,BRW-0437,2025-04-26,Vacation,8700.0,60,10.5,187.0,48.4,Default,84,1
LN-00525,BRW-0438,2025-01-05,Debt Consolidation,39200.0,12,15.28,3543.31,124.5,Late,30,0
LN-00526,BRW-0439,2024-06-29,Debt Consolidation,26200.0,36,7.23,811.74,59.0,Default,47,1
LN-00527,BRW-0440,2024-09-22,Home Improvement,14900.0,48,10.77,383.44,32.4,Paid Off,0,0
LN-00528,BRW-0441,2024-06-13,Auto Loan,8800.0,48,10.51,225.35,34.4,Paid Off,0,0
LN-00529,BRW-0442,2024-05-28,Debt Consolidation,44900.0,24,6.22,1994.45,49.4,Late,30,0
LN-00530,BRW-0443,2024-11-20,Education,12800.0,24,13.03,608.72,50.5,Default,134,1
LN-00531,BRW-0444,2024-04-09,Debt Consolidation,47300.0,24,12.12,2229.23,90.1,Default,78,1
LN-00532,BRW-0445,2024-07-14,Moving,30800.0,24,10.36,1426.39,45.1,Current,0,0
LN-00533,BRW-0446,2025-04-11,Debt Consolidation,16700.0,12,9.33,1463.0,32.0,Paid Off,0,0
LN-00534,BRW-0446,2025-04-14,Major Purchase,38700.0,12,10.47,3410.81,57.4,Current,0,0
LN-00535,BRW-0447,2024-04-11,Major Purchase,33700.0,48,9.89,852.94,15.6,Current,0,0
LN-00536,BRW-0448,2024-04-12,Wedding,7000.0,60,12.74,158.34,10.5,Paid Off,0,0
LN-00537,BRW-0449,2024-07-19,Major Purchase,23500.0,60,10.74,507.91,49.1,Late,30,0
LN-00538,BRW-0450,2025-01-18,Vacation,30100.0,48,9.07,750.04,42.4,Current,0,0
LN-00539,BRW-0451,2024-01-05,Auto Loan,40200.0,48,10.18,1023.05,52.7,Current,0,0
LN-00540,BRW-0452,2024-06-23,Education,26900.0,60,11.75,594.98,45.4,Late,30,0
LN-00541,BRW-0453,2025-03-15,Business Loan,19600.0,12,11.67,1738.41,59.4,Default,129,1
LN-00542,BRW-0453,2024-04-11,Medical Expenses,12600.0,24,9.85,580.55,28.5,Current,0,0
LN-00543,BRW-0454,2024-06-11,Major Purchase,32100.0,36,13.94,1096.17,61.3,Current,0,0
LN-00544,BRW-0455,2024-03-21,Wedding,26800.0,60,13.19,612.39,56.8,Paid Off,0,0
LN-00545,BRW-0456,2024-09-08,Education,13000.0,24,7.77,586.59,32.9,Current,0,0
LN-00546,BRW-0456,2024-04-15,Auto Loan,12200.0,24,9.42,559.71,32.0,Late,15,0
LN-00547,BRW-0457,2024-07-31,Auto Loan,6500.0,48,13.44,175.8,34.8,Current,0,0
LN-00548,BRW-0458,2025-04-06,Home Improvement,19500.0,36,12.75,654.69,54.1,Current,0,0
LN-00549,BRW-0459,2024-12-21,Wedding,43000.0,12,10.71,3794.6,79.9,Current,0,0
LN-00550,BRW-0460,2025-06-14,Auto Loan,11300.0,12,9.33,989.93,70.8,Paid Off,0,0
LN-00551,BRW-0461,2024-05-09,Business Loan,5900.0,12,9.74,517.99,23.6,Paid Off,0,0
LN-00552,BRW-0462,2025-02-13,Moving,24400.0,48,11.75,639.55,47.0,Current,0,0
LN-00553,BRW-0463,2024-07-29,Auto Loan,6900.0,60,10.04,146.74,38.0,Paid Off,0,0
LN-00554,BRW-0463,2025-01-27,Major Purchase,14300.0,36,11.6,472.24,46.4,Current,0,0
LN-00555,BRW-0464,2025-02-23,Home Improvement,44700.0,60,9.92,947.98,46.1,Late,0,0
LN-00556,BRW-0465,2024-07-09,Education,4600.0,36,10.78,150.12,17.6,Late,0,0
LN-00557,BRW-0465,2024-01-12,Education,6000.0,12,10.23,528.14,32.2,Current,0,0
LN-00558,BRW-0466,2024-08-10,Business Loan,20000.0,60,10.86,433.45,55.4,Default,101,1
LN-00559,BRW-0467,2024-11-23,Home Improvement,33000.0,48,7.42,796.67,70.1,Default,42,1
LN-00560,BRW-0468,2024-06-24,Vacation,4900.0,12,6.69,423.28,50.0,Current,0,0
LN-00561,BRW-0468,2025-04-17,Debt Consolidation,15400.0,60,11.01,334.91,47.0,Current,0,0
LN-00562,BRW-0469,2025-03-01,Moving,5000.0,12,12.2,444.71,79.2,Paid Off,0,0
LN-00563,BRW-0469,2025-02-06,Major Purchase,6300.0,48,12.91,168.73,62.0,Default,146,1
LN-00564,BRW-0470,2024-02-18,Home Improvement,47000.0,12,6.91,4064.81,102.4,Paid Off,0,0
LN-00565,BRW-0471,2024-01-06,Major Purchase,6200.0,36,11.68,204.98,33.5,Late,15,0
LN-00566,BRW-0471,2025-01-23,Debt Consolidation,39200.0,12,8.92,3426.64,74.0,Default,73,1
LN-00567,BRW-0472,2025-02-27,Wedding,5200.0,24,10.25,240.55,44.2,Current,0,0
LN-00568,BRW-0472,2025-05-09,Business Loan,22000.0,36,8.09,690.31,60.9,Current,0,0
LN-00569,BRW-0473,2024-03-17,Moving,13600.0,24,13.16,647.59,38.7,Current,0,0
LN-00570,BRW-0474,2025-06-24,Major Purchase,6100.0,24,10.25,282.19,47.8,Paid Off,0,0
LN-00571,BRW-0475,2025-01-07,Medical Expenses,7100.0,24,7.01,317.92,40.0,Late,0,0
LN-00572,BRW-0476,2024-04-14,Major Purchase,10300.0,24,11.51,482.5,26.9,Late,15,0
LN-00573,BRW-0477,2024-09-28,Vacation,2900.0,60,8.63,59.68,34.8,Current,0,0
LN-00574,BRW-0478,2025-01-13,Major Purchase,26400.0,12,8.79,2306.15,39.1,Paid Off,0,0
LN-00575,BRW-0479,2025-05-20,Auto Loan,7000.0,36,12.5,234.18,43.0,Current,0,0
LN-00576,BRW-0480,2024-09-01,Home Improvement,3600.0,12,9.94,316.4,55.8,Default,55,1
LN-00577,BRW-0481,2024-10-01,Wedding,21400.0,48,6.99,512.35,12.1,Current,0,0
LN-00578,BRW-0482,2025-05-03,Wedding,2100.0,24,10.25,97.15,12.6,Late,15,0
LN-00579,BRW-0483,2024-01-14,Home Improvement,8200.0,48,10.09,208.33,54.1,Current,0,0
LN-00580,BRW-0484,2025-04-30,Home Improvement,27600.0,12,8.84,2411.61,66.9,Current,0,0
LN-00581,BRW-0484,2025-06-21,Home Improvement,2400.0,36,10.04,77.49,27.3,Paid Off,0,0
LN-00582,BRW-0485,2025-05-13,Education,37300.0,60,7.5,747.42,22.9,Paid Off,0,0
LN-00583,BRW-0486,2024-10-03,Education,39200.0,60,11.84,868.82,60.1,Current,0,0
LN-00584,BRW-0487,2025-03-17,Business Loan,8800.0,48,5.99,206.63,22.5,Current,0,0
LN-00585,BRW-0487,2025-04-05,Major Purchase,48300.0,60,10.33,1034.09,32.7,Late,15,0
LN-00586,BRW-0488,2024-10-09,Education,20800.0,48,14.43,572.89,47.4,Current,0,0
LN-00587,BRW-0488,2024-12-21,Education,7900.0,48,12.53,210.1,40.5,Late,30,0
LN-00588,BRW-0489,2024-06-15,Vacation,27100.0,36,9.37,866.45,23.2,Paid Off,0,0
LN-00589,BRW-0490,2024-11-09,Debt Consolidation,41600.0,12,6.52,3590.31,72.7,Default,120,1
LN-00590,BRW-0491,2025-05-29,Debt Consolidation,4800.0,36,9.78,154.39,40.0,Current,0,0
LN-00591,BRW-0492,2024-03-23,Auto Loan,13200.0,48,13.58,357.93,49.4,Default,38,1
LN-00592,BRW-0493,2024-04-10,Education,10000.0,48,9.58,251.61,38.7,Late,15,0
LN-00593,BRW-0494,2024-07-23,Major Purchase,17500.0,60,9.65,368.82,30.8,Current,0,0
LN-00594,BRW-0495,2025-03-23,Auto Loan,26400.0,60,11.87,585.52,52.7,Default,164,1
LN-00595,BRW-0496,2025-03-13,Education,34900.0,36,11.33,1148.04,69.7,Late,30,0
LN-00596,BRW-0497,2024-11-05,Debt Consolidation,22200.0,24,10.19,1026.37,55.0,Current,0,0
LN-00597,BRW-0497,2025-02-06,Wedding,29100.0,36,7.38,903.59,52.3,Default,31,1
LN-00598,BRW-0498,2024-04-19,Moving,4600.0,12,7.27,398.6,32.4,Current,0,0
LN-00599,BRW-0499,2024-02-24,Education,7800.0,60,9.86,165.19,28.8,Current,0,0
LN-00600,BRW-0500,2024-11-14,Medical Expenses,26400.0,24,11.44,1235.85,73.2,Late,15,0
LN-00601,BRW-0500,2024-05-03,Wedding,7500.0,12,10.7,661.81,62.9,Current,0,0
